"beta0","beta1","loglikelihood"
63.6,5.33,-128.544648810604
63.7,5.33,-128.675230010771
63.8,5.33,-128.805916120717
63.9,5.33,-128.93670714044
64,5.33,-129.067603069941
64.1,5.33,-129.198603909219
64.2,5.33,-129.329709658275
64.3,5.33,-129.460920317108
64.4,5.33,-129.592235885719
64.5,5.33,-129.723656364108
64.6,5.33,-129.855181752274
64.7,5.33,-129.986812050218
64.8,5.33,-130.118547257939
64.9,5.33,-130.250387375438
65,5.33,-130.382332402714
65.1,5.33,-130.514382339769
65.2,5.33,-130.6465371866
65.3,5.33,-130.77879694321
65.4,5.33,-130.911161609596
65.5,5.33,-131.043631185761
65.6,5.33,-131.176205671703
65.7,5.33,-131.308885067423
65.8,5.33,-131.44166937292
65.9,5.33,-131.574558588195
66,5.33,-131.707552713247
66.1,5.33,-131.840651748077
66.2,5.33,-131.973855692685
66.3,5.33,-132.10716454707
66.4,5.33,-132.240578311233
66.5,5.33,-132.374096985173
66.6,5.33,-132.507720568891
66.7,5.33,-132.641449062387
66.8,5.33,-132.77528246566
66.9,5.33,-132.909220778711
67,5.33,-133.043264001539
67.1,5.33,-133.177412134145
67.2,5.33,-133.311665176529
67.3,5.33,-133.44602312869
67.4,5.33,-133.580485990629
67.5,5.33,-133.715053762345
67.6,5.33,-133.849726443839
67.7,5.33,-133.984504035111
67.8,5.33,-134.11938653616
67.9,5.33,-134.254373946986
68,5.33,-134.389466267591
68.1,5.33,-134.524663497972
68.2,5.33,-134.659965638132
68.3,5.33,-134.795372688069
68.4,5.33,-134.930884647784
68.5,5.33,-135.066501517276
68.6,5.33,-135.202223296546
68.7,5.33,-135.338049985593
68.8,5.33,-135.473981584418
68.9,5.33,-135.610018093021
69,5.33,-135.746159511401
69.1,5.33,-135.882405839559
69.2,5.33,-136.018757077494
69.3,5.33,-136.155213225207
69.4,5.33,-136.291774282698
69.5,5.33,-136.428440249966
69.6,5.33,-136.565211127012
69.7,5.33,-136.702086913835
69.8,5.33,-136.839067610436
69.9,5.33,-136.976153216814
70,5.33,-137.11334373297
70.1,5.33,-137.250639158904
70.2,5.33,-137.388039494615
70.3,5.33,-137.525544740104
70.4,5.33,-137.663154895371
70.5,5.33,-137.800869960415
70.6,5.33,-137.938689935236
70.7,5.33,-138.076614819836
70.8,5.33,-138.214644614212
70.9,5.33,-138.352779318367
71,5.33,-138.491018932299
71.1,5.33,-138.629363456009
71.2,5.33,-138.767812889496
71.3,5.33,-138.906367232761
71.4,5.33,-139.045026485803
71.5,5.33,-139.183790648623
71.6,5.33,-139.32265972122
71.7,5.33,-139.461633703596
71.8,5.33,-139.600712595748
71.9,5.33,-139.739896397679
72,5.33,-139.879185109387
72.1,5.33,-140.018578730872
72.2,5.33,-140.158077262135
72.3,5.33,-140.297680703176
72.4,5.33,-140.437389053994
72.5,5.33,-140.57720231459
72.6,5.33,-140.717120484964
72.7,5.33,-140.857143565115
72.8,5.33,-140.997271555043
72.9,5.33,-141.13750445475
73,5.33,-141.277842264233
73.1,5.33,-141.418284983495
73.2,5.33,-141.558832612534
73.3,5.33,-141.699485151351
73.4,5.33,-141.840242599945
73.5,5.33,-141.981104958317
73.6,5.33,-142.122072226466
73.7,5.33,-142.263144404393
73.8,5.33,-142.404321492097
73.9,5.33,-142.54560348958
74,5.33,-142.686990396839
74.1,5.33,-142.828482213877
74.2,5.33,-142.970078940692
74.3,5.33,-143.111780577284
74.4,5.33,-143.253587123654
74.5,5.33,-143.395498579802
74.6,5.33,-143.537514945727
74.7,5.33,-143.67963622143
74.8,5.33,-143.821862406911
74.9,5.33,-143.964193502169
75,5.33,-144.106629507205
50,5.34,-112.725976968388
50.1,5.34,-112.843024807246
50.2,5.34,-112.960177555883
50.3,5.34,-113.077435214296
50.4,5.34,-113.194797782488
50.5,5.34,-113.312265260457
50.6,5.34,-113.429837648203
50.7,5.34,-113.547514945727
50.8,5.34,-113.665297153029
50.9,5.34,-113.783184270108
51,5.34,-113.901176296965
51.1,5.34,-114.0192732336
51.2,5.34,-114.137475080012
51.3,5.34,-114.255781836202
51.4,5.34,-114.374193502169
51.5,5.34,-114.492710077914
51.6,5.34,-114.611331563436
51.7,5.34,-114.730057958736
51.8,5.34,-114.848889263814
51.9,5.34,-114.967825478669
52,5.34,-115.086866603302
52.1,5.34,-115.206012637712
52.2,5.34,-115.3252635819
52.3,5.34,-115.444619435866
52.4,5.34,-115.564080199609
52.5,5.34,-115.68364587313
52.6,5.34,-115.803316456428
52.7,5.34,-115.923091949504
52.8,5.34,-116.042972352358
52.9,5.34,-116.162957664989
53,5.34,-116.283047887398
53.1,5.34,-116.403243019584
53.2,5.34,-116.523543061548
53.3,5.34,-116.643948013289
53.4,5.34,-116.764457874808
53.5,5.34,-116.885072646105
53.6,5.34,-117.005792327179
53.7,5.34,-117.126616918031
53.8,5.34,-117.247546418661
53.9,5.34,-117.368580829068
54,5.34,-117.489720149252
54.1,5.34,-117.610964379215
54.2,5.34,-117.732313518954
54.3,5.34,-117.853767568472
54.4,5.34,-117.975326527767
54.5,5.34,-118.096990396839
54.6,5.34,-118.21875917569
54.7,5.34,-118.340632864317
54.8,5.34,-118.462611462723
54.9,5.34,-118.584694970906
55,5.34,-118.706883388866
55.1,5.34,-118.829176716604
55.2,5.34,-118.95157495412
55.3,5.34,-119.074078101413
55.4,5.34,-119.196686158484
55.5,5.34,-119.319399125333
55.6,5.34,-119.442217001959
55.7,5.34,-119.565139788363
55.8,5.34,-119.688167484544
55.9,5.34,-119.811300090503
56,5.34,-119.934537606239
56.1,5.34,-120.057880031753
56.2,5.34,-120.181327367045
56.3,5.34,-120.304879612114
56.4,5.34,-120.428536766961
56.5,5.34,-120.552298831586
56.6,5.34,-120.676165805988
56.7,5.34,-120.800137690167
56.8,5.34,-120.924214484124
56.9,5.34,-121.048396187859
57,5.34,-121.172682801372
57.1,5.34,-121.297074324662
57.2,5.34,-121.421570757729
57.3,5.34,-121.546172100574
57.4,5.34,-121.670878353197
57.5,5.34,-121.795689515597
57.6,5.34,-121.920605587775
57.7,5.34,-122.045626569731
57.8,5.34,-122.170752461464
57.9,5.34,-122.295983262975
58,5.34,-122.421318974263
58.1,5.34,-122.546759595329
58.2,5.34,-122.672305126172
58.3,5.34,-122.797955566793
58.4,5.34,-122.923710917192
58.5,5.34,-123.049571177368
58.6,5.34,-123.175536347322
58.7,5.34,-123.301606427053
58.8,5.34,-123.427781416562
58.9,5.34,-123.554061315849
59,5.34,-123.680446124913
59.1,5.34,-123.806935843755
59.2,5.34,-123.933530472374
59.3,5.34,-124.060230010771
59.4,5.34,-124.187034458946
59.5,5.34,-124.313943816898
59.6,5.34,-124.440958084628
59.7,5.34,-124.568077262135
59.8,5.34,-124.69530134942
59.9,5.34,-124.822630346483
60,5.34,-124.950064253323
60.1,5.34,-125.077603069941
60.2,5.34,-125.205246796336
60.3,5.34,-125.332995432509
60.4,5.34,-125.460848978459
60.5,5.34,-125.588807434187
60.6,5.34,-125.716870799693
60.7,5.34,-125.845039074976
60.8,5.34,-125.973312260037
60.9,5.34,-126.101690354876
61,5.34,-126.230173359492
61.1,5.34,-126.358761273885
61.2,5.34,-126.487454098056
61.3,5.34,-126.616251832005
61.4,5.34,-126.745154475732
61.5,5.34,-126.874162029236
61.6,5.34,-127.003274492517
61.7,5.34,-127.132491865576
61.8,5.34,-127.261814148413
61.9,5.34,-127.391241341027
62,5.34,-127.520773443419
62.1,5.34,-127.650410455589
62.2,5.34,-127.780152377536
62.3,5.34,-127.909999209261
62.4,5.34,-128.039950950763
62.5,5.34,-128.170007602043
62.6,5.34,-128.3001691631
62.7,5.34,-128.430435633936
62.8,5.34,-128.560807014548
62.9,5.34,-128.691283304938
63,5.34,-128.821864505106
63.1,5.34,-128.952550615052
63.2,5.34,-129.083341634775
63.3,5.34,-129.214237564275
63.4,5.34,-129.345238403554
63.5,5.34,-129.476344152609
63.6,5.34,-129.607554811443
63.7,5.34,-129.738870380054
63.8,5.34,-129.870290858442
63.9,5.34,-130.001816246609
64,5.34,-130.133446544552
64.1,5.34,-130.265181752274
64.2,5.34,-130.397021869773
64.3,5.34,-130.528966897049
64.4,5.34,-130.661016834103
64.5,5.34,-130.793171680935
64.6,5.34,-130.925431437544
64.7,5.34,-131.057796103931
64.8,5.34,-131.190265680096
64.9,5.34,-131.322840166038
65,5.34,-131.455519561758
65.1,5.34,-131.588303867255
65.2,5.34,-131.72119308253
65.3,5.34,-131.854187207582
65.4,5.34,-131.987286242412
65.5,5.34,-132.12049018702
65.6,5.34,-132.253799041405
65.7,5.34,-132.387212805568
65.8,5.34,-132.520731479508
65.9,5.34,-132.654355063226
66,5.34,-132.788083556722
66.1,5.34,-132.921916959995
66.2,5.34,-133.055855273046
66.3,5.34,-133.189898495874
66.4,5.34,-133.32404662848
66.5,5.34,-133.458299670864
66.6,5.34,-133.592657623025
66.7,5.34,-133.727120484964
66.8,5.34,-133.86168825668
66.9,5.34,-133.996360938174
67,5.34,-134.131138529445
67.1,5.34,-134.266021030494
67.2,5.34,-134.401008441321
67.3,5.34,-134.536100761925
67.4,5.34,-134.671297992307
67.5,5.34,-134.806600132467
67.6,5.34,-134.942007182404
67.7,5.34,-135.077519142118
67.8,5.34,-135.213136011611
67.9,5.34,-135.348857790881
68,5.34,-135.484684479928
68.1,5.34,-135.620616078753
68.2,5.34,-135.756652587356
68.3,5.34,-135.892794005736
68.4,5.34,-136.029040333894
68.5,5.34,-136.165391571829
68.6,5.34,-136.301847719542
68.7,5.34,-136.438408777032
68.8,5.34,-136.575074744301
68.9,5.34,-136.711845621346
69,5.34,-136.84872140817
69.1,5.34,-136.985702104771
69.2,5.34,-137.122787711149
69.3,5.34,-137.259978227305
69.4,5.34,-137.397273653239
69.5,5.34,-137.53467398895
69.6,5.34,-137.672179234439
69.7,5.34,-137.809789389706
69.8,5.34,-137.94750445475
69.9,5.34,-138.085324429571
70,5.34,-138.223249314171
70.1,5.34,-138.361279108547
70.2,5.34,-138.499413812702
70.3,5.34,-138.637653426634
70.4,5.34,-138.775997950343
70.5,5.34,-138.914447383831
70.6,5.34,-139.053001727095
70.7,5.34,-139.191660980138
70.8,5.34,-139.330425142958
70.9,5.34,-139.469294215555
71,5.34,-139.60826819793
71.1,5.34,-139.747347090083
71.2,5.34,-139.886530892014
71.3,5.34,-140.025819603721
71.4,5.34,-140.165213225207
71.5,5.34,-140.30471175647
71.6,5.34,-140.444315197511
71.7,5.34,-140.584023548329
71.8,5.34,-140.723836808925
71.9,5.34,-140.863754979299
72,5.34,-141.00377805945
72.1,5.34,-141.143906049378
72.2,5.34,-141.284138949085
72.3,5.34,-141.424476758568
72.4,5.34,-141.56491947783
72.5,5.34,-141.705467106869
72.6,5.34,-141.846119645685
72.7,5.34,-141.98687709428
72.8,5.34,-142.127739452651
72.9,5.34,-142.268706720801
73,5.34,-142.409778898728
73.1,5.34,-142.550955986432
73.2,5.34,-142.692237983915
73.3,5.34,-142.833624891174
73.4,5.34,-142.975116708212
73.5,5.34,-143.116713435027
73.6,5.34,-143.258415071619
73.7,5.34,-143.400221617989
73.8,5.34,-143.542133074137
73.9,5.34,-143.684149440062
74,5.34,-143.826270715765
74.1,5.34,-143.968496901246
74.2,5.34,-144.110827996504
74.3,5.34,-144.253264001539
74.4,5.34,-144.395804916353
74.5,5.34,-144.538450740943
74.6,5.34,-144.681201475312
74.7,5.34,-144.824057119458
74.8,5.34,-144.967017673382
74.9,5.34,-145.110083137083
75,5.34,-145.253253510562
50,5.35,-113.694980325501
50.1,5.35,-113.812762532803
50.2,5.35,-113.930649649882
50.3,5.35,-114.048641676739
50.4,5.35,-114.166738613373
50.5,5.35,-114.284940459785
50.6,5.35,-114.403247215975
50.7,5.35,-114.521658881942
50.8,5.35,-114.640175457687
50.9,5.35,-114.75879694321
51,5.35,-114.87752333851
51.1,5.35,-114.996354643587
51.2,5.35,-115.115290858443
51.3,5.35,-115.234331983075
51.4,5.35,-115.353478017486
51.5,5.35,-115.472728961674
51.6,5.35,-115.592084815639
51.7,5.35,-115.711545579383
51.8,5.35,-115.831111252903
51.9,5.35,-115.950781836202
52,5.35,-116.070557329278
52.1,5.35,-116.190437732131
52.2,5.35,-116.310423044762
52.3,5.35,-116.430513267171
52.4,5.35,-116.550708399357
52.5,5.35,-116.671008441321
52.6,5.35,-116.791413393063
52.7,5.35,-116.911923254582
52.8,5.35,-117.032538025879
52.9,5.35,-117.153257706953
53,5.35,-117.274082297805
53.1,5.35,-117.395011798434
53.2,5.35,-117.516046208841
53.3,5.35,-117.637185529026
53.4,5.35,-117.758429758988
53.5,5.35,-117.879778898728
53.6,5.35,-118.001232948245
53.7,5.35,-118.12279190754
53.8,5.35,-118.244455776613
53.9,5.35,-118.366224555463
54,5.35,-118.488098244091
54.1,5.35,-118.610076842496
54.2,5.35,-118.732160350679
54.3,5.35,-118.85434876864
54.4,5.35,-118.976642096378
54.5,5.35,-119.099040333894
54.6,5.35,-119.221543481187
54.7,5.35,-119.344151538258
54.8,5.35,-119.466864505106
54.9,5.35,-119.589682381732
55,5.35,-119.712605168136
55.1,5.35,-119.835632864317
55.2,5.35,-119.958765470276
55.3,5.35,-120.082002986013
55.4,5.35,-120.205345411527
55.5,5.35,-120.328792746819
55.6,5.35,-120.452344991888
55.7,5.35,-120.576002146735
55.8,5.35,-120.699764211359
55.9,5.35,-120.823631185761
56,5.35,-120.947603069941
56.1,5.35,-121.071679863898
56.2,5.35,-121.195861567633
56.3,5.35,-121.320148181145
56.4,5.35,-121.444539704435
56.5,5.35,-121.569036137503
56.6,5.35,-121.693637480348
56.7,5.35,-121.81834373297
56.8,5.35,-121.943154895371
56.9,5.35,-122.068070967549
57,5.35,-122.193091949504
57.1,5.35,-122.318217841237
57.2,5.35,-122.443448642748
57.3,5.35,-122.568784354036
57.4,5.35,-122.694224975102
57.5,5.35,-122.819770505946
57.6,5.35,-122.945420946567
57.7,5.35,-123.071176296965
57.8,5.35,-123.197036557142
57.9,5.35,-123.323001727095
58,5.35,-123.449071806827
58.1,5.35,-123.575246796336
58.2,5.35,-123.701526695623
58.3,5.35,-123.827911504687
58.4,5.35,-123.954401223529
58.5,5.35,-124.080995852148
58.6,5.35,-124.207695390545
58.7,5.35,-124.33449983872
58.8,5.35,-124.461409196672
58.9,5.35,-124.588423464401
59,5.35,-124.715542641909
59.1,5.35,-124.842766729194
59.2,5.35,-124.970095726256
59.3,5.35,-125.097529633096
59.4,5.35,-125.225068449714
59.5,5.35,-125.352712176109
59.6,5.35,-125.480460812282
59.7,5.35,-125.608314358233
59.8,5.35,-125.736272813961
59.9,5.35,-125.864336179466
60,5.35,-125.99250445475
60.1,5.35,-126.120777639811
60.2,5.35,-126.249155734649
60.3,5.35,-126.377638739265
60.4,5.35,-126.506226653659
60.5,5.35,-126.63491947783
60.6,5.35,-126.763717211779
60.7,5.35,-126.892619855505
60.8,5.35,-127.021627409009
60.9,5.35,-127.150739872291
61,5.35,-127.27995724535
61.1,5.35,-127.409279528187
61.2,5.35,-127.538706720801
61.3,5.35,-127.668238823193
61.4,5.35,-127.797875835362
61.5,5.35,-127.927617757309
61.6,5.35,-128.057464589034
61.7,5.35,-128.187416330537
61.8,5.35,-128.317472981816
61.9,5.35,-128.447634542874
62,5.35,-128.577901013709
62.1,5.35,-128.708272394322
62.2,5.35,-128.838748684712
62.3,5.35,-128.96932988488
62.4,5.35,-129.100015994825
62.5,5.35,-129.230807014548
62.6,5.35,-129.361702944049
62.7,5.35,-129.492703783327
62.8,5.35,-129.623809532383
62.9,5.35,-129.755020191216
63,5.35,-129.886335759827
63.1,5.35,-130.017756238216
63.2,5.35,-130.149281626382
63.3,5.35,-130.280911924326
63.4,5.35,-130.412647132047
63.5,5.35,-130.544487249546
63.6,5.35,-130.676432276823
63.7,5.35,-130.808482213877
63.8,5.35,-130.940637060709
63.9,5.35,-131.072896817318
64,5.35,-131.205261483705
64.1,5.35,-131.337731059869
64.2,5.35,-131.470305545811
64.3,5.35,-131.602984941531
64.4,5.35,-131.735769247028
64.5,5.35,-131.868658462303
64.6,5.35,-132.001652587356
64.7,5.35,-132.134751622186
64.8,5.35,-132.267955566793
64.9,5.35,-132.401264421179
65,5.35,-132.534678185341
65.1,5.35,-132.668196859282
65.2,5.35,-132.801820443
65.3,5.35,-132.935548936495
65.4,5.35,-133.069382339769
65.5,5.35,-133.203320652819
65.6,5.35,-133.337363875648
65.7,5.35,-133.471512008254
65.8,5.35,-133.605765050637
65.9,5.35,-133.740123002798
66,5.35,-133.874585864737
66.1,5.35,-134.009153636453
66.2,5.35,-134.143826317947
66.3,5.35,-134.278603909219
66.4,5.35,-134.413486410268
66.5,5.35,-134.548473821095
66.6,5.35,-134.683566141699
66.7,5.35,-134.818763372081
66.8,5.35,-134.95406551224
66.9,5.35,-135.089472562177
67,5.35,-135.224984521892
67.1,5.35,-135.360601391384
67.2,5.35,-135.496323170654
67.3,5.35,-135.632149859701
67.4,5.35,-135.768081458526
67.5,5.35,-135.904117967129
67.6,5.35,-136.040259385509
67.7,5.35,-136.176505713667
67.8,5.35,-136.312856951602
67.9,5.35,-136.449313099315
68,5.35,-136.585874156806
68.1,5.35,-136.722540124074
68.2,5.35,-136.85931100112
68.3,5.35,-136.996186787943
68.4,5.35,-137.133167484544
68.5,5.35,-137.270253090923
68.6,5.35,-137.407443607079
68.7,5.35,-137.544739033012
68.8,5.35,-137.682139368724
68.9,5.35,-137.819644614213
69,5.35,-137.957254769479
69.1,5.35,-138.094969834523
69.2,5.35,-138.232789809345
69.3,5.35,-138.370714693944
69.4,5.35,-138.508744488321
69.5,5.35,-138.646879192475
69.6,5.35,-138.785118806407
69.7,5.35,-138.923463330117
69.8,5.35,-139.061912763604
69.9,5.35,-139.200467106869
70,5.35,-139.339126359911
70.1,5.35,-139.477890522731
70.2,5.35,-139.616759595329
70.3,5.35,-139.755733577704
70.4,5.35,-139.894812469857
70.5,5.35,-140.033996271787
70.6,5.35,-140.173284983495
70.7,5.35,-140.312678604981
70.8,5.35,-140.452177136244
70.9,5.35,-140.591780577284
71,5.35,-140.731488928103
71.1,5.35,-140.871302188699
71.2,5.35,-141.011220359072
71.3,5.35,-141.151243439223
71.4,5.35,-141.291371429152
71.5,5.35,-141.431604328858
71.6,5.35,-141.571942138342
71.7,5.35,-141.712384857603
71.8,5.35,-141.852932486642
71.9,5.35,-141.993585025459
72,5.35,-142.134342474053
72.1,5.35,-142.275204832425
72.2,5.35,-142.416172100574
72.3,5.35,-142.557244278501
72.4,5.35,-142.698421366206
72.5,5.35,-142.839703363688
72.6,5.35,-142.981090270948
72.7,5.35,-143.122582087985
72.8,5.35,-143.2641788148
72.9,5.35,-143.405880451393
73,5.35,-143.547686997763
73.1,5.35,-143.68959845391
73.2,5.35,-143.831614819836
73.3,5.35,-143.973736095539
73.4,5.35,-144.115962281019
73.5,5.35,-144.258293376277
73.6,5.35,-144.400729381313
73.7,5.35,-144.543270296126
73.8,5.35,-144.685916120717
73.9,5.35,-144.828666855085
74,5.35,-144.971522499231
74.1,5.35,-145.114483053155
74.2,5.35,-145.257548516856
74.3,5.35,-145.400718890335
74.4,5.35,-145.543994173592
74.5,5.35,-145.687374366625
74.6,5.35,-145.830859469437
74.7,5.35,-145.974449482026
74.8,5.35,-146.118144404393
74.9,5.35,-146.261944236537
75,5.35,-146.405848978459
50,5.36,-114.669955147154
50.1,5.36,-114.788471722899
50.2,5.36,-114.907093208422
50.3,5.36,-115.025819603722
50.4,5.36,-115.144650908799
50.5,5.36,-115.263587123654
50.6,5.36,-115.382628248287
50.7,5.36,-115.501774282698
50.8,5.36,-115.621025226886
50.9,5.36,-115.740381080851
51,5.36,-115.859841844594
51.1,5.36,-115.979407518115
51.2,5.36,-116.099078101414
51.3,5.36,-116.218853594489
51.4,5.36,-116.338733997343
51.5,5.36,-116.458719309974
51.6,5.36,-116.578809532383
51.7,5.36,-116.699004664569
51.8,5.36,-116.819304706533
51.9,5.36,-116.939709658275
52,5.36,-117.060219519794
52.1,5.36,-117.18083429109
52.2,5.36,-117.301553972165
52.3,5.36,-117.422378563017
52.4,5.36,-117.543308063646
52.5,5.36,-117.664342474053
52.6,5.36,-117.785481794238
52.7,5.36,-117.9067260242
52.8,5.36,-118.02807516394
52.9,5.36,-118.149529213457
53,5.36,-118.271088172752
53.1,5.36,-118.392752041825
53.2,5.36,-118.514520820675
53.3,5.36,-118.636394509303
53.4,5.36,-118.758373107708
53.5,5.36,-118.880456615891
53.6,5.36,-119.002645033852
53.7,5.36,-119.12493836159
53.8,5.36,-119.247336599106
53.9,5.36,-119.369839746399
54,5.36,-119.49244780347
54.1,5.36,-119.615160770318
54.2,5.36,-119.737978646944
54.3,5.36,-119.860901433348
54.4,5.36,-119.983929129529
54.5,5.36,-120.107061735488
54.6,5.36,-120.230299251225
54.7,5.36,-120.353641676739
54.8,5.36,-120.47708901203
54.9,5.36,-120.6006412571
55,5.36,-120.724298411946
55.1,5.36,-120.848060476571
55.2,5.36,-120.971927450973
55.3,5.36,-121.095899335153
55.4,5.36,-121.21997612911
55.5,5.36,-121.344157832845
55.6,5.36,-121.468444446357
55.7,5.36,-121.592835969647
55.8,5.36,-121.717332402714
55.9,5.36,-121.84193374556
56,5.36,-121.966639998182
56.1,5.36,-122.091451160583
56.2,5.36,-122.216367232761
56.3,5.36,-122.341388214716
56.4,5.36,-122.466514106449
56.5,5.36,-122.59174490796
56.6,5.36,-122.717080619248
56.7,5.36,-122.842521240314
56.8,5.36,-122.968066771158
56.9,5.36,-123.093717211779
57,5.36,-123.219472562177
57.1,5.36,-123.345332822354
57.2,5.36,-123.471297992307
57.3,5.36,-123.597368072039
57.4,5.36,-123.723543061548
57.5,5.36,-123.849822960834
57.6,5.36,-123.976207769899
57.7,5.36,-124.10269748874
57.8,5.36,-124.22929211736
57.9,5.36,-124.355991655757
58,5.36,-124.482796103931
58.1,5.36,-124.609705461884
58.2,5.36,-124.736719729613
58.3,5.36,-124.863838907121
58.4,5.36,-124.991062994406
58.5,5.36,-125.118391991468
58.6,5.36,-125.245825898308
58.7,5.36,-125.373364714926
58.8,5.36,-125.501008441321
58.9,5.36,-125.628757077494
59,5.36,-125.756610623445
59.1,5.36,-125.884569079173
59.2,5.36,-126.012632444678
59.3,5.36,-126.140800719962
59.4,5.36,-126.269073905022
59.5,5.36,-126.397451999861
59.6,5.36,-126.525935004477
59.7,5.36,-126.654522918871
59.8,5.36,-126.783215743042
59.9,5.36,-126.912013476991
60,5.36,-127.040916120717
60.1,5.36,-127.169923674221
60.2,5.36,-127.299036137503
60.3,5.36,-127.428253510562
60.4,5.36,-127.557575793398
60.5,5.36,-127.687002986013
60.6,5.36,-127.816535088405
60.7,5.36,-127.946172100574
60.8,5.36,-128.075914022521
60.9,5.36,-128.205760854246
61,5.36,-128.335712595748
61.1,5.36,-128.465769247028
61.2,5.36,-128.595930808086
61.3,5.36,-128.726197278921
61.4,5.36,-128.856568659534
61.5,5.36,-128.987044949924
61.6,5.36,-129.117626150092
61.7,5.36,-129.248312260037
61.8,5.36,-129.37910327976
61.9,5.36,-129.509999209261
62,5.36,-129.641000048539
62.1,5.36,-129.772105797595
62.2,5.36,-129.903316456428
62.3,5.36,-130.034632025039
62.4,5.36,-130.166052503428
62.5,5.36,-130.297577891594
62.6,5.36,-130.429208189538
62.7,5.36,-130.560943397259
62.8,5.36,-130.692783514758
62.9,5.36,-130.824728542035
63,5.36,-130.956778479089
63.1,5.36,-131.08893332592
63.2,5.36,-131.22119308253
63.3,5.36,-131.353557748917
63.4,5.36,-131.486027325081
63.5,5.36,-131.618601811023
63.6,5.36,-131.751281206743
63.7,5.36,-131.88406551224
63.8,5.36,-132.016954727515
63.9,5.36,-132.149948852568
64,5.36,-132.283047887398
64.1,5.36,-132.416251832005
64.2,5.36,-132.54956068639
64.3,5.36,-132.682974450553
64.4,5.36,-132.816493124494
64.5,5.36,-132.950116708212
64.6,5.36,-133.083845201707
64.7,5.36,-133.21767860498
64.8,5.36,-133.351616918031
64.9,5.36,-133.48566014086
65,5.36,-133.619808273466
65.1,5.36,-133.754061315849
65.2,5.36,-133.88841926801
65.3,5.36,-134.022882129949
65.4,5.36,-134.157449901665
65.5,5.36,-134.292122583159
65.6,5.36,-134.426900174431
65.7,5.36,-134.56178267548
65.8,5.36,-134.696770086307
65.9,5.36,-134.831862406911
66,5.36,-134.967059637293
66.1,5.36,-135.102361777452
66.2,5.36,-135.237768827389
66.3,5.36,-135.373280787104
66.4,5.36,-135.508897656596
66.5,5.36,-135.644619435866
66.6,5.36,-135.780446124913
66.7,5.36,-135.916377723738
66.8,5.36,-136.052414232341
66.9,5.36,-136.188555650721
67,5.36,-136.324801978879
67.1,5.36,-136.461153216814
67.2,5.36,-136.597609364527
67.3,5.36,-136.734170422018
67.4,5.36,-136.870836389286
67.5,5.36,-137.007607266332
67.6,5.36,-137.144483053155
67.7,5.36,-137.281463749756
67.8,5.36,-137.418549356134
67.9,5.36,-137.555739872291
68,5.36,-137.693035298224
68.1,5.36,-137.830435633936
68.2,5.36,-137.967940879424
68.3,5.36,-138.105551034691
68.4,5.36,-138.243266099735
68.5,5.36,-138.381086074557
68.6,5.36,-138.519010959156
68.7,5.36,-138.657040753533
68.8,5.36,-138.795175457687
68.9,5.36,-138.933415071619
69,5.36,-139.071759595329
69.1,5.36,-139.210209028816
69.2,5.36,-139.348763372081
69.3,5.36,-139.487422625123
69.4,5.36,-139.626186787943
69.5,5.36,-139.765055860541
69.6,5.36,-139.904029842916
69.7,5.36,-140.043108735069
69.8,5.36,-140.182292536999
69.9,5.36,-140.321581248707
70,5.36,-140.460974870192
70.1,5.36,-140.600473401456
70.2,5.36,-140.740076842496
70.3,5.36,-140.879785193314
70.4,5.36,-141.01959845391
70.5,5.36,-141.159516624284
70.6,5.36,-141.299539704435
70.7,5.36,-141.439667694364
70.8,5.36,-141.57990059407
70.9,5.36,-141.720238403554
71,5.36,-141.860681122815
71.1,5.36,-142.001228751854
71.2,5.36,-142.141881290671
71.3,5.36,-142.282638739265
71.4,5.36,-142.423501097637
71.5,5.36,-142.564468365786
71.6,5.36,-142.705540543713
71.7,5.36,-142.846717631418
71.8,5.36,-142.9879996289
71.9,5.36,-143.12938653616
72,5.36,-143.270878353197
72.1,5.36,-143.412475080012
72.2,5.36,-143.554176716604
72.3,5.36,-143.695983262975
72.4,5.36,-143.837894719122
72.5,5.36,-143.979911085048
72.6,5.36,-144.12203236075
72.7,5.36,-144.264258546231
72.8,5.36,-144.406589641489
72.9,5.36,-144.549025646525
73,5.36,-144.691566561338
73.1,5.36,-144.834212385929
73.2,5.36,-144.976963120297
73.3,5.36,-145.119818764443
73.4,5.36,-145.262779318367
73.5,5.36,-145.405844782068
73.6,5.36,-145.549015155547
73.7,5.36,-145.692290438803
73.8,5.36,-145.835670631837
73.9,5.36,-145.979155734649
74,5.36,-146.122745747238
74.1,5.36,-146.266440669605
74.2,5.36,-146.410240501749
74.3,5.36,-146.554145243671
74.4,5.36,-146.698154895371
74.5,5.36,-146.842269456848
74.6,5.36,-146.986488928103
74.7,5.36,-147.130813309135
74.8,5.36,-147.275242599945
74.9,5.36,-147.419776800532
75,5.36,-147.564415910897
50,5.37,-115.650901433348
50.1,5.37,-115.770152377536
50.2,5.37,-115.889508231502
50.3,5.37,-116.008968995245
50.4,5.37,-116.128534668766
50.5,5.37,-116.248205252064
50.6,5.37,-116.36798074514
50.7,5.37,-116.487861147993
50.8,5.37,-116.607846460625
50.9,5.37,-116.727936683033
51,5.37,-116.84813181522
51.1,5.37,-116.968431857184
51.2,5.37,-117.088836808925
51.3,5.37,-117.209346670444
51.4,5.37,-117.329961441741
51.5,5.37,-117.450681122815
51.6,5.37,-117.571505713667
