"beta0","beta1","ssr"
66.2,5.85,825387.950000001
66.3,5.85,826205.3
66.4,5.85,827023.15
66.5,5.85,827841.5
66.6,5.85,828660.35
66.7,5.85,829479.700000001
66.8,5.85,830299.55
66.9,5.85,831119.9
67,5.85,831940.75
67.1,5.85,832762.1
67.2,5.85,833583.950000001
67.3,5.85,834406.3
67.4,5.85,835229.15
67.5,5.85,836052.5
67.6,5.85,836876.35
67.7,5.85,837700.700000001
67.8,5.85,838525.55
67.9,5.85,839350.9
68,5.85,840176.75
68.1,5.85,841003.1
68.2,5.85,841829.950000001
68.3,5.85,842657.3
68.4,5.85,843485.15
68.5,5.85,844313.5
68.6,5.85,845142.35
68.7,5.85,845971.700000001
68.8,5.85,846801.55
68.9,5.85,847631.9
69,5.85,848462.75
69.1,5.85,849294.1
69.2,5.85,850125.950000001
69.3,5.85,850958.3
69.4,5.85,851791.15
69.5,5.85,852624.5
69.6,5.85,853458.35
69.7,5.85,854292.700000001
69.8,5.85,855127.55
69.9,5.85,855962.9
70,5.85,856798.75
70.1,5.85,857635.1
70.2,5.85,858471.950000001
70.3,5.85,859309.3
70.4,5.85,860147.15
70.5,5.85,860985.5
70.6,5.85,861824.35
70.7,5.85,862663.700000001
70.8,5.85,863503.55
70.9,5.85,864343.9
71,5.85,865184.75
71.1,5.85,866026.1
71.2,5.85,866867.950000001
71.3,5.85,867710.3
71.4,5.85,868553.15
71.5,5.85,869396.5
71.6,5.85,870240.35
71.7,5.85,871084.700000001
71.8,5.85,871929.55
71.9,5.85,872774.9
72,5.85,873620.75
72.1,5.85,874467.1
72.2,5.85,875313.950000001
72.3,5.85,876161.3
72.4,5.85,877009.15
72.5,5.85,877857.5
72.6,5.85,878706.35
72.7,5.85,879555.700000001
72.8,5.85,880405.55
72.9,5.85,881255.9
73,5.85,882106.75
73.1,5.85,882958.1
73.2,5.85,883809.950000001
73.3,5.85,884662.3
73.4,5.85,885515.15
73.5,5.85,886368.5
73.6,5.85,887222.35
73.7,5.85,888076.700000001
73.8,5.85,888931.55
73.9,5.85,889786.9
74,5.85,890642.75
74.1,5.85,891499.1
74.2,5.85,892355.950000001
74.3,5.85,893213.3
74.4,5.85,894071.15
74.5,5.85,894929.5
74.6,5.85,895788.35
74.7,5.85,896647.700000001
74.8,5.85,897507.55
74.9,5.85,898367.9
75,5.85,899228.75
50,5.86,705648.48
50.1,5.86,706388.33
50.2,5.86,707128.68
50.3,5.86,707869.53
50.4,5.86,708610.88
50.5,5.86,709352.73
50.6,5.86,710095.08
50.7,5.86,710837.93
50.8,5.86,711581.28
50.9,5.86,712325.13
51,5.86,713069.48
51.1,5.86,713814.33
51.2,5.86,714559.68
51.3,5.86,715305.53
51.4,5.86,716051.88
51.5,5.86,716798.73
51.6,5.86,717546.08
51.7,5.86,718293.93
51.8,5.86,719042.28
51.9,5.86,719791.13
52,5.86,720540.48
52.1,5.86,721290.33
52.2,5.86,722040.68
52.3,5.86,722791.53
52.4,5.86,723542.88
52.5,5.86,724294.73
52.6,5.86,725047.08
52.7,5.86,725799.93
52.8,5.86,726553.28
52.9,5.86,727307.13
53,5.86,728061.48
53.1,5.86,728816.33
53.2,5.86,729571.68
53.3,5.86,730327.53
53.4,5.86,731083.88
53.5,5.86,731840.73
53.6,5.86,732598.08
53.7,5.86,733355.93
53.8,5.86,734114.28
53.9,5.86,734873.13
54,5.86,735632.48
54.1,5.86,736392.33
54.2,5.86,737152.68
54.3,5.86,737913.53
54.4,5.86,738674.88
54.5,5.86,739436.73
54.6,5.86,740199.08
54.7,5.86,740961.93
54.8,5.86,741725.28
54.9,5.86,742489.13
55,5.86,743253.48
55.1,5.86,744018.33
55.2,5.86,744783.68
55.3,5.86,745549.53
55.4,5.86,746315.88
55.5,5.86,747082.73
55.6,5.86,747850.08
55.7,5.86,748617.93
55.8,5.86,749386.28
55.9,5.86,750155.13
56,5.86,750924.48
56.1,5.86,751694.33
56.2,5.86,752464.68
56.3,5.86,753235.53
56.4,5.86,754006.88
56.5,5.86,754778.73
56.6,5.86,755551.08
56.7,5.86,756323.93
56.8,5.86,757097.28
56.9,5.86,757871.13
57,5.86,758645.48
57.1,5.86,759420.33
57.2,5.86,760195.68
57.3,5.86,760971.53
57.4,5.86,761747.88
57.5,5.86,762524.73
57.6,5.86,763302.08
57.7,5.86,764079.93
57.8,5.86,764858.28
57.9,5.86,765637.13
58,5.86,766416.48
58.1,5.86,767196.33
58.2,5.86,767976.68
58.3,5.86,768757.53
58.4,5.86,769538.88
58.5,5.86,770320.73
58.6,5.86,771103.08
58.7,5.86,771885.93
58.8,5.86,772669.28
58.9,5.86,773453.13
59,5.86,774237.48
59.1,5.86,775022.33
59.2,5.86,775807.68
59.3,5.86,776593.53
59.4,5.86,777379.88
59.5,5.86,778166.73
59.6,5.86,778954.08
59.7,5.86,779741.93
59.8,5.86,780530.28
59.9,5.86,781319.13
60,5.86,782108.48
60.1,5.86,782898.33
60.2,5.86,783688.68
60.3,5.86,784479.53
60.4,5.86,785270.88
60.5,5.86,786062.73
60.6,5.86,786855.08
60.7,5.86,787647.93
60.8,5.86,788441.28
60.9,5.86,789235.13
61,5.86,790029.48
61.1,5.86,790824.33
61.2,5.86,791619.68
61.3,5.86,792415.53
61.4,5.86,793211.88
61.5,5.86,794008.73
61.6,5.86,794806.08
61.7,5.86,795603.93
61.8,5.86,796402.28
61.9,5.86,797201.13
62,5.86,798000.48
62.1,5.86,798800.33
62.2,5.86,799600.68
62.3,5.86,800401.53
62.4,5.86,801202.88
62.5,5.86,802004.73
62.6,5.86,802807.08
62.7,5.86,803609.93
62.8,5.86,804413.28
62.9,5.86,805217.13
63,5.86,806021.48
63.1,5.86,806826.33
63.2,5.86,807631.68
63.3,5.86,808437.53
63.4,5.86,809243.88
63.5,5.86,810050.73
63.6,5.86,810858.08
63.7,5.86,811665.93
63.8,5.86,812474.28
63.9,5.86,813283.13
64,5.86,814092.48
64.1,5.86,814902.33
64.2,5.86,815712.68
64.3,5.86,816523.53
64.4,5.86,817334.88
64.5,5.86,818146.73
64.6,5.86,818959.08
64.7,5.86,819771.93
64.8,5.86,820585.28
64.9,5.86,821399.13
65,5.86,822213.48
65.1,5.86,823028.33
65.2,5.86,823843.68
65.3,5.86,824659.53
65.4,5.86,825475.88
65.5,5.86,826292.73
65.6,5.86,827110.08
65.7,5.86,827927.93
65.8,5.86,828746.28
65.9,5.86,829565.13
66,5.86,830384.48
66.1,5.86,831204.33
66.2,5.86,832024.68
66.3,5.86,832845.53
66.4,5.86,833666.88
66.5,5.86,834488.73
66.6,5.86,835311.08
66.7,5.86,836133.93
66.8,5.86,836957.28
66.9,5.86,837781.13
67,5.86,838605.48
67.1,5.86,839430.33
67.2,5.86,840255.68
67.3,5.86,841081.53
67.4,5.86,841907.88
67.5,5.86,842734.73
67.6,5.86,843562.08
67.7,5.86,844389.93
67.8,5.86,845218.28
67.9,5.86,846047.13
68,5.86,846876.48
68.1,5.86,847706.33
68.2,5.86,848536.68
68.3,5.86,849367.53
68.4,5.86,850198.88
68.5,5.86,851030.73
68.6,5.86,851863.08
68.7,5.86,852695.93
68.8,5.86,853529.28
68.9,5.86,854363.13
69,5.86,855197.48
69.1,5.86,856032.33
69.2,5.86,856867.68
69.3,5.86,857703.53
69.4,5.86,858539.88
69.5,5.86,859376.73
69.6,5.86,860214.08
69.7,5.86,861051.93
69.8,5.86,861890.28
69.9,5.86,862729.13
70,5.86,863568.48
70.1,5.86,864408.33
70.2,5.86,865248.68
70.3,5.86,866089.53
70.4,5.86,866930.88
70.5,5.86,867772.73
70.6,5.86,868615.08
70.7,5.86,869457.93
70.8,5.86,870301.28
70.9,5.86,871145.13
71,5.86,871989.48
71.1,5.86,872834.33
71.2,5.86,873679.68
71.3,5.86,874525.53
71.4,5.86,875371.88
71.5,5.86,876218.73
71.6,5.86,877066.08
71.7,5.86,877913.93
71.8,5.86,878762.28
71.9,5.86,879611.13
72,5.86,880460.48
72.1,5.86,881310.33
72.2,5.86,882160.68
72.3,5.86,883011.53
72.4,5.86,883862.88
72.5,5.86,884714.73
72.6,5.86,885567.08
72.7,5.86,886419.93
72.8,5.86,887273.28
72.9,5.86,888127.13
73,5.86,888981.48
73.1,5.86,889836.33
73.2,5.86,890691.68
73.3,5.86,891547.53
73.4,5.86,892403.88
73.5,5.86,893260.73
73.6,5.86,894118.08
73.7,5.86,894975.93
73.8,5.86,895834.28
73.9,5.86,896693.13
74,5.86,897552.48
74.1,5.86,898412.33
74.2,5.86,899272.68
74.3,5.86,900133.53
74.4,5.86,900994.88
74.5,5.86,901856.73
74.6,5.86,902719.08
74.7,5.86,903581.93
74.8,5.86,904445.28
74.9,5.86,905309.13
75,5.86,906173.48
50,5.87,711746.67
50.1,5.87,712490.02
50.2,5.87,713233.87
50.3,5.87,713978.22
50.4,5.87,714723.07
50.5,5.87,715468.42
50.6,5.87,716214.27
50.7,5.87,716960.62
50.8,5.87,717707.47
50.9,5.87,718454.82
51,5.87,719202.67
51.1,5.87,719951.02
51.2,5.87,720699.87
51.3,5.87,721449.22
51.4,5.87,722199.07
51.5,5.87,722949.42
51.6,5.87,723700.27
51.7,5.87,724451.62
51.8,5.87,725203.47
51.9,5.87,725955.82
52,5.87,726708.67
52.1,5.87,727462.02
52.2,5.87,728215.87
52.3,5.87,728970.22
52.4,5.87,729725.07
52.5,5.87,730480.42
52.6,5.87,731236.27
52.7,5.87,731992.62
52.8,5.87,732749.47
52.9,5.87,733506.82
53,5.87,734264.67
53.1,5.87,735023.02
53.2,5.87,735781.87
53.3,5.87,736541.22
53.4,5.87,737301.07
53.5,5.87,738061.42
53.6,5.87,738822.27
53.7,5.87,739583.62
53.8,5.87,740345.47
53.9,5.87,741107.82
54,5.87,741870.67
54.1,5.87,742634.02
54.2,5.87,743397.87
54.3,5.87,744162.22
54.4,5.87,744927.07
54.5,5.87,745692.42
54.6,5.87,746458.27
54.7,5.87,747224.62
54.8,5.87,747991.47
54.9,5.87,748758.82
55,5.87,749526.67
55.1,5.87,750295.02
55.2,5.87,751063.87
55.3,5.87,751833.22
55.4,5.87,752603.07
55.5,5.87,753373.42
55.6,5.87,754144.27
55.7,5.87,754915.62
55.8,5.87,755687.47
55.9,5.87,756459.82
56,5.87,757232.67
56.1,5.87,758006.02
56.2,5.87,758779.87
56.3,5.87,759554.22
56.4,5.87,760329.07
56.5,5.87,761104.42
56.6,5.87,761880.27
56.7,5.87,762656.62
56.8,5.87,763433.47
56.9,5.87,764210.82
57,5.87,764988.67
57.1,5.87,765767.02
57.2,5.87,766545.87
57.3,5.87,767325.22
57.4,5.87,768105.07
57.5,5.87,768885.42
57.6,5.87,769666.27
57.7,5.87,770447.62
57.8,5.87,771229.47
57.9,5.87,772011.82
58,5.87,772794.67
58.1,5.87,773578.02
58.2,5.87,774361.87
58.3,5.87,775146.22
58.4,5.87,775931.07
58.5,5.87,776716.42
58.6,5.87,777502.27
58.7,5.87,778288.62
58.8,5.87,779075.47
58.9,5.87,779862.82
59,5.87,780650.67
59.1,5.87,781439.02
59.2,5.87,782227.87
59.3,5.87,783017.22
59.4,5.87,783807.07
59.5,5.87,784597.42
59.6,5.87,785388.27
59.7,5.87,786179.62
59.8,5.87,786971.47
59.9,5.87,787763.82
60,5.87,788556.67
60.1,5.87,789350.02
60.2,5.87,790143.87
60.3,5.87,790938.22
60.4,5.87,791733.07
60.5,5.87,792528.42
60.6,5.87,793324.27
60.7,5.87,794120.62
60.8,5.87,794917.47
60.9,5.87,795714.82
61,5.87,796512.67
61.1,5.87,797311.02
61.2,5.87,798109.87
61.3,5.87,798909.22
61.4,5.87,799709.07
61.5,5.87,800509.42
61.6,5.87,801310.27
61.7,5.87,802111.62
61.8,5.87,802913.47
61.9,5.87,803715.82
62,5.87,804518.67
62.1,5.87,805322.02
62.2,5.87,806125.87
62.3,5.87,806930.22
62.4,5.87,807735.07
62.5,5.87,808540.42
62.6,5.87,809346.27
62.7,5.87,810152.62
62.8,5.87,810959.47
62.9,5.87,811766.82
63,5.87,812574.67
63.1,5.87,813383.02
63.2,5.87,814191.87
63.3,5.87,815001.22
63.4,5.87,815811.07
63.5,5.87,816621.42
63.6,5.87,817432.27
63.7,5.87,818243.62
63.8,5.87,819055.47
63.9,5.87,819867.82
64,5.87,820680.67
64.1,5.87,821494.02
64.2,5.87,822307.87
64.3,5.87,823122.22
64.4,5.87,823937.07
64.5,5.87,824752.42
64.6,5.87,825568.27
64.7,5.87,826384.62
64.8,5.87,827201.47
64.9,5.87,828018.82
65,5.87,828836.67
65.1,5.87,829655.02
65.2,5.87,830473.87
65.3,5.87,831293.22
65.4,5.87,832113.07
65.5,5.87,832933.42
65.6,5.87,833754.27
65.7,5.87,834575.62
65.8,5.87,835397.47
65.9,5.87,836219.82
66,5.87,837042.67
66.1,5.87,837866.02
66.2,5.87,838689.87
66.3,5.87,839514.22
66.4,5.87,840339.07
66.5,5.87,841164.42
66.6,5.87,841990.27
66.7,5.87,842816.62
66.8,5.87,843643.47
66.9,5.87,844470.82
67,5.87,845298.67
67.1,5.87,846127.02
67.2,5.87,846955.87
67.3,5.87,847785.22
67.4,5.87,848615.07
67.5,5.87,849445.42
67.6,5.87,850276.27
67.7,5.87,851107.62
67.8,5.87,851939.47
67.9,5.87,852771.82
68,5.87,853604.67
68.1,5.87,854438.02
68.2,5.87,855271.87
68.3,5.87,856106.22
68.4,5.87,856941.07
68.5,5.87,857776.42
68.6,5.87,858612.27
68.7,5.87,859448.62
68.8,5.87,860285.47
68.9,5.87,861122.82
69,5.87,861960.67
69.1,5.87,862799.02
69.2,5.87,863637.87
69.3,5.87,864477.22
69.4,5.87,865317.07
69.5,5.87,866157.42
69.6,5.87,866998.27
69.7,5.87,867839.62
69.8,5.87,868681.47
69.9,5.87,869523.82
70,5.87,870366.67
70.1,5.87,871210.02
70.2,5.87,872053.87
70.3,5.87,872898.22
70.4,5.87,873743.07
70.5,5.87,874588.42
70.6,5.87,875434.27
70.7,5.87,876280.62
70.8,5.87,877127.47
70.9,5.87,877974.82
71,5.87,878822.67
71.1,5.87,879671.02
71.2,5.87,880519.87
71.3,5.87,881369.22
71.4,5.87,882219.07
71.5,5.87,883069.42
71.6,5.87,883920.27
71.7,5.87,884771.62
71.8,5.87,885623.47
71.9,5.87,886475.82
72,5.87,887328.67
72.1,5.87,888182.02
72.2,5.87,889035.87
72.3,5.87,889890.22
72.4,5.87,890745.07
72.5,5.87,891600.42
72.6,5.87,892456.27
72.7,5.87,893312.62
72.8,5.87,894169.47
72.9,5.87,895026.82
73,5.87,895884.67
73.1,5.87,896743.02
73.2,5.87,897601.87
73.3,5.87,898461.22
73.4,5.87,899321.07
73.5,5.87,900181.42
73.6,5.87,901042.27
73.7,5.87,901903.62
73.8,5.87,902765.47
73.9,5.87,903627.82
74,5.87,904490.67
74.1,5.87,905354.02
74.2,5.87,906217.87
74.3,5.87,907082.22
74.4,5.87,907947.07
74.5,5.87,908812.42
74.6,5.87,909678.27
74.7,5.87,910544.62
74.8,5.87,911411.47
74.9,5.87,912278.82
75,5.87,913146.67
50,5.88,717873.32
50.1,5.88,718620.17
50.2,5.88,719367.52
50.3,5.88,720115.37
50.4,5.88,720863.72
50.5,5.88,721612.57
50.6,5.88,722361.92
50.7,5.88,723111.77
50.8,5.88,723862.12
50.9,5.88,724612.97
51,5.88,725364.32
51.1,5.88,726116.17
51.2,5.88,726868.52
51.3,5.88,727621.37
51.4,5.88,728374.72
51.5,5.88,729128.57
51.6,5.88,729882.92
51.7,5.88,730637.77
51.8,5.88,731393.12
51.9,5.88,732148.97
52,5.88,732905.32
52.1,5.88,733662.17
52.2,5.88,734419.52
52.3,5.88,735177.37
52.4,5.88,735935.72
52.5,5.88,736694.57
52.6,5.88,737453.92
52.7,5.88,738213.77
52.8,5.88,738974.12
52.9,5.88,739734.97
53,5.88,740496.32
53.1,5.88,741258.17
53.2,5.88,742020.52
53.3,5.88,742783.37
53.4,5.88,743546.72
53.5,5.88,744310.57
53.6,5.88,745074.92
53.7,5.88,745839.77
53.8,5.88,746605.12
53.9,5.88,747370.97
54,5.88,748137.32
54.1,5.88,748904.17
54.2,5.88,749671.52
54.3,5.88,750439.37
54.4,5.88,751207.72
54.5,5.88,751976.57
54.6,5.88,752745.92
54.7,5.88,753515.77
54.8,5.88,754286.12
54.9,5.88,755056.97
55,5.88,755828.32
55.1,5.88,756600.17
55.2,5.88,757372.52
55.3,5.88,758145.37
55.4,5.88,758918.72
55.5,5.88,759692.57
55.6,5.88,760466.92
55.7,5.88,761241.77
55.8,5.88,762017.12
55.9,5.88,762792.97
56,5.88,763569.32
56.1,5.88,764346.17
56.2,5.88,765123.52
56.3,5.88,765901.37
56.4,5.88,766679.72
56.5,5.88,767458.57
56.6,5.88,768237.92
56.7,5.88,769017.77
56.8,5.88,769798.12
56.9,5.88,770578.97
57,5.88,771360.32
57.1,5.88,772142.17
57.2,5.88,772924.52
57.3,5.88,773707.37
57.4,5.88,774490.72
57.5,5.88,775274.57
57.6,5.88,776058.92
57.7,5.88,776843.77
57.8,5.88,777629.12
57.9,5.88,778414.97
58,5.88,779201.32
58.1,5.88,779988.17
58.2,5.88,780775.52
58.3,5.88,781563.37
58.4,5.88,782351.72
58.5,5.88,783140.57
58.6,5.88,783929.92
58.7,5.88,784719.77
58.8,5.88,785510.12
58.9,5.88,786300.97
59,5.88,787092.32
59.1,5.88,787884.17
59.2,5.88,788676.52
59.3,5.88,789469.37
59.4,5.88,790262.72
59.5,5.88,791056.57
59.6,5.88,791850.92
59.7,5.88,792645.77
59.8,5.88,793441.12
59.9,5.88,794236.97
60,5.88,795033.32
60.1,5.88,795830.17
60.2,5.88,796627.52
60.3,5.88,797425.37
60.4,5.88,798223.72
60.5,5.88,799022.57
60.6,5.88,799821.92
60.7,5.88,800621.77
60.8,5.88,801422.12
60.9,5.88,802222.97
61,5.88,803024.32
61.1,5.88,803826.17
61.2,5.88,804628.52
61.3,5.88,805431.37
61.4,5.88,806234.72
61.5,5.88,807038.57
61.6,5.88,807842.92
61.7,5.88,808647.77
61.8,5.88,809453.12
61.9,5.88,810258.97
62,5.88,811065.32
62.1,5.88,811872.17
62.2,5.88,812679.52
62.3,5.88,813487.37
62.4,5.88,814295.72
62.5,5.88,815104.57
62.6,5.88,815913.92
62.7,5.88,816723.77
62.8,5.88,817534.12
62.9,5.88,818344.97
63,5.88,819156.32
63.1,5.88,819968.17
63.2,5.88,820780.52
63.3,5.88,821593.37
63.4,5.88,822406.72
63.5,5.88,823220.57
63.6,5.88,824034.92
63.7,5.88,824849.77
63.8,5.88,825665.12
63.9,5.88,826480.97
64,5.88,827297.32
64.1,5.88,828114.17
64.2,5.88,828931.52
64.3,5.88,829749.37
64.4,5.88,830567.72
64.5,5.88,831386.57
64.6,5.88,832205.92
64.7,5.88,833025.77
64.8,5.88,833846.12
64.9,5.88,834666.97
65,5.88,835488.32
65.1,5.88,836310.17
65.2,5.88,837132.52
65.3,5.88,837955.37
65.4,5.88,838778.72
65.5,5.88,839602.57
65.6,5.88,840426.92
65.7,5.88,841251.77
65.8,5.88,842077.12
65.9,5.88,842902.97
66,5.88,843729.32
66.1,5.88,844556.17
66.2,5.88,845383.52
66.3,5.88,846211.37
66.4,5.88,847039.72
66.5,5.88,847868.57
66.6,5.88,848697.92
66.7,5.88,849527.77
66.8,5.88,850358.12
66.9,5.88,851188.97
67,5.88,852020.32
67.1,5.88,852852.17
67.2,5.88,853684.52
67.3,5.88,854517.37
67.4,5.88,855350.72
67.5,5.88,856184.57
67.6,5.88,857018.92
67.7,5.88,857853.77
67.8,5.88,858689.12
67.9,5.88,859524.97
68,5.88,860361.32
68.1,5.88,861198.17
68.2,5.88,862035.52
68.3,5.88,862873.37
68.4,5.88,863711.72
68.5,5.88,864550.57
68.6,5.88,865389.92
68.7,5.88,866229.77
68.8,5.88,867070.12
68.9,5.88,867910.97
69,5.88,868752.32
69.1,5.88,869594.17
69.2,5.88,870436.52
69.3,5.88,871279.37
69.4,5.88,872122.72
69.5,5.88,872966.57
69.6,5.88,873810.92
69.7,5.88,874655.77
69.8,5.88,875501.12
69.9,5.88,876346.97
70,5.88,877193.32
70.1,5.88,878040.17
70.2,5.88,878887.52
70.3,5.88,879735.37
70.4,5.88,880583.72
70.5,5.88,881432.57
70.6,5.88,882281.92
70.7,5.88,883131.77
70.8,5.88,883982.12
70.9,5.88,884832.97
71,5.88,885684.32
71.1,5.88,886536.17
71.2,5.88,887388.52
71.3,5.88,888241.37
71.4,5.88,889094.72
71.5,5.88,889948.57
71.6,5.88,890802.92
71.7,5.88,891657.77
71.8,5.88,892513.12
71.9,5.88,893368.97
72,5.88,894225.32
72.1,5.88,895082.17
72.2,5.88,895939.52
72.3,5.88,896797.37
72.4,5.88,897655.72
72.5,5.88,898514.57
72.6,5.88,899373.92
72.7,5.88,900233.77
72.8,5.88,901094.12
72.9,5.88,901954.97
73,5.88,902816.32
73.1,5.88,903678.17
73.2,5.88,904540.52
73.3,5.88,905403.37
73.4,5.88,906266.72
73.5,5.88,907130.57
73.6,5.88,907994.92
73.7,5.88,908859.77
73.8,5.88,909725.12
73.9,5.88,910590.97
74,5.88,911457.32
74.1,5.88,912324.17
74.2,5.88,913191.52
74.3,5.88,914059.37
74.4,5.88,914927.72
74.5,5.88,915796.57
74.6,5.88,916665.92
74.7,5.88,917535.77
74.8,5.88,918406.12
74.9,5.88,919276.97
75,5.88,920148.32
50,5.89,724028.43
50.1,5.89,724778.78
50.2,5.89,725529.63
50.3,5.89,726280.98
50.4,5.89,727032.83
50.5,5.89,727785.18
50.6,5.89,728538.03
50.7,5.89,729291.38
50.8,5.89,730045.23
50.9,5.89,730799.58
51,5.89,731554.43
51.1,5.89,732309.78
51.2,5.89,733065.63
51.3,5.89,733821.98
51.4,5.89,734578.83
51.5,5.89,735336.18
51.6,5.89,736094.03
51.7,5.89,736852.38
51.8,5.89,737611.23
51.9,5.89,738370.58
52,5.89,739130.43
52.1,5.89,739890.78
52.2,5.89,740651.63
52.3,5.89,741412.98
52.4,5.89,742174.83
52.5,5.89,742937.18
52.6,5.89,743700.03
52.7,5.89,744463.38
52.8,5.89,745227.23
52.9,5.89,745991.58
53,5.89,746756.43
53.1,5.89,747521.78
53.2,5.89,748287.63
53.3,5.89,749053.98
53.4,5.89,749820.83
53.5,5.89,750588.18
53.6,5.89,751356.03
53.7,5.89,752124.38
53.8,5.89,752893.23
53.9,5.89,753662.58
54,5.89,754432.43
54.1,5.89,755202.78
54.2,5.89,755973.63
54.3,5.89,756744.98
54.4,5.89,757516.83
54.5,5.89,758289.18
54.6,5.89,759062.03
54.7,5.89,759835.38
54.8,5.89,760609.23
54.9,5.89,761383.58
55,5.89,762158.43
55.1,5.89,762933.78
55.2,5.89,763709.63
55.3,5.89,764485.98
55.4,5.89,765262.83
55.5,5.89,766040.18
55.6,5.89,766818.03
55.7,5.89,767596.38
55.8,5.89,768375.23
55.9,5.89,769154.58
56,5.89,769934.43
56.1,5.89,770714.78
56.2,5.89,771495.63
56.3,5.89,772276.98
56.4,5.89,773058.83
56.5,5.89,773841.18
56.6,5.89,774624.03
56.7,5.89,775407.38
56.8,5.89,776191.23
56.9,5.89,776975.58
57,5.89,777760.43
57.1,5.89,778545.78
57.2,5.89,779331.63
57.3,5.89,780117.98
57.4,5.89,780904.83
57.5,5.89,781692.18
57.6,5.89,782480.03
57.7,5.89,783268.38
57.8,5.89,784057.23
57.9,5.89,784846.58
58,5.89,785636.43
58.1,5.89,786426.78
58.2,5.89,787217.63
58.3,5.89,788008.98
58.4,5.89,788800.83
58.5,5.89,789593.18
58.6,5.89,790386.03
58.7,5.89,791179.38
58.8,5.89,791973.23
58.9,5.89,792767.58
59,5.89,793562.43
59.1,5.89,794357.78
59.2,5.89,795153.63
59.3,5.89,795949.98
59.4,5.89,796746.83
59.5,5.89,797544.18
59.6,5.89,798342.03
59.7,5.89,799140.38
59.8,5.89,799939.23
59.9,5.89,800738.58
60,5.89,801538.43
60.1,5.89,802338.78
60.2,5.89,803139.63
60.3,5.89,803940.98
60.4,5.89,804742.83
60.5,5.89,805545.18
60.6,5.89,806348.03
60.7,5.89,807151.38
60.8,5.89,807955.23
60.9,5.89,808759.58
61,5.89,809564.43
61.1,5.89,810369.78
61.2,5.89,811175.63
61.3,5.89,811981.98
61.4,5.89,812788.83
61.5,5.89,813596.18
61.6,5.89,814404.03
61.7,5.89,815212.38
61.8,5.89,816021.23
61.9,5.89,816830.58
62,5.89,817640.43
62.1,5.89,818450.78
62.2,5.89,819261.63
62.3,5.89,820072.98
62.4,5.89,820884.83
62.5,5.89,821697.18
62.6,5.89,822510.03
62.7,5.89,823323.38
62.8,5.89,824137.23
62.9,5.89,824951.58
63,5.89,825766.43
63.1,5.89,826581.78
63.2,5.89,827397.63
63.3,5.89,828213.98
63.4,5.89,829030.83
63.5,5.89,829848.18
63.6,5.89,830666.03
63.7,5.89,831484.38
63.8,5.89,832303.23
63.9,5.89,833122.58
64,5.89,833942.43
64.1,5.89,834762.78
64.2,5.89,835583.63
64.3,5.89,836404.98
64.4,5.89,837226.83
64.5,5.89,838049.18
64.6,5.89,838872.03
64.7,5.89,839695.38
64.8,5.89,840519.23
64.9,5.89,841343.58
65,5.89,842168.43
65.1,5.89,842993.78
65.2,5.89,843819.63
65.3,5.89,844645.98
65.4,5.89,845472.83
65.5,5.89,846300.18
65.6,5.89,847128.03
65.7,5.89,847956.38
65.8,5.89,848785.23
65.9,5.89,849614.58
66,5.89,850444.43
66.1,5.89,851274.78
66.2,5.89,852105.63
66.3,5.89,852936.98
66.4,5.89,853768.83
66.5,5.89,854601.18
66.6,5.89,855434.03
66.7,5.89,856267.38
66.8,5.89,857101.23
66.9,5.89,857935.58
67,5.89,858770.43
67.1,5.89,859605.78
67.2,5.89,860441.63
67.3,5.89,861277.98
67.4,5.89,862114.83
67.5,5.89,862952.18
67.6,5.89,863790.03
67.7,5.89,864628.38
67.8,5.89,865467.23
67.9,5.89,866306.58
68,5.89,867146.43
68.1,5.89,867986.78
68.2,5.89,868827.63
68.3,5.89,869668.98
68.4,5.89,870510.83
68.5,5.89,871353.18
68.6,5.89,872196.03
68.7,5.89,873039.38
68.8,5.89,873883.23
68.9,5.89,874727.58
69,5.89,875572.43
69.1,5.89,876417.78
69.2,5.89,877263.63
69.3,5.89,878109.98
69.4,5.89,878956.83
69.5,5.89,879804.18
69.6,5.89,880652.03
69.7,5.89,881500.38
69.8,5.89,882349.23
69.9,5.89,883198.58
70,5.89,884048.43
70.1,5.89,884898.78
70.2,5.89,885749.63
70.3,5.89,886600.98
70.4,5.89,887452.83
70.5,5.89,888305.18
70.6,5.89,889158.03
70.7,5.89,890011.38
70.8,5.89,890865.23
70.9,5.89,891719.58
71,5.89,892574.43
71.1,5.89,893429.78
71.2,5.89,894285.63
71.3,5.89,895141.98
71.4,5.89,895998.83
71.5,5.89,896856.18
71.6,5.89,897714.03
71.7,5.89,898572.38
71.8,5.89,899431.23
71.9,5.89,900290.58
72,5.89,901150.43
72.1,5.89,902010.78
72.2,5.89,902871.63
72.3,5.89,903732.98
72.4,5.89,904594.83
72.5,5.89,905457.18
72.6,5.89,906320.03
72.7,5.89,907183.38
72.8,5.89,908047.23
72.9,5.89,908911.58
73,5.89,909776.43
73.1,5.89,910641.78
73.2,5.89,911507.63
73.3,5.89,912373.98
73.4,5.89,913240.83
73.5,5.89,914108.18
73.6,5.89,914976.03
73.7,5.89,915844.38
73.8,5.89,916713.23
73.9,5.89,917582.58
74,5.89,918452.43
74.1,5.89,919322.78
74.2,5.89,920193.63
74.3,5.89,921064.98
74.4,5.89,921936.83
74.5,5.89,922809.18
74.6,5.89,923682.03
74.7,5.89,924555.38
